01:07:01:16,01:07:02:02,ERZAEHLER,1,speech,regular,none,Hinter ihm,;;;;;
01:07:02:03,01:07:06:12,LT. DAN,1,speech,regular,HS,Und dir haben sie tatsächlich die Tapferkeitsmedallie verliehen.,;;;;;
01:07:07:11,01:07:08:21,FORREST,1,speech,regular,HS,Das ist doch Lt. Dan.,;;;;;
01:07:09:16,01:07:11:14,ERZAEHLER,1,speech,regular,AND,Der sitzt im Rollstuhl und hat lange Haare.,;;;;;
01:07:12:09,01:07:13:12,FORREST,1,speech,regular,address,Lt. Dan,;;;;;
01:07:13:23,01:07:18:22,LT. DAN,1,speech,regular,HS,Und dir haben sie die Tapferkeitsmedallie verliehen.,;;;;;
01:07:19:23,01:07:21:06,FORREST,1,speech,regular,address;"HS,""Ja Sir, das haben sie getan."",";;;;
01:07:21:07,01:07:22:12,LT. DAN,1,speech,regular,HS,Dir haben sie sie gegeben.,###audacity###;;;;;
01:07:23:07,01:07:24:14,LT. DAN,1,speech,regular,HS,Du bist ein Schwachkopf.,;;;;;
01:07:25:07,01:07:26:07,LT. DAN,1,speech,regular,HS,Du bist ein Idiot.,;;;;;
01:07:26:08,01:07:32:05,LT. DAN,1,speech,regular,AND,Du trittst im Fernsehen auf und machst dich da zum Narren von den Augen der gesamten verdammten Nation.,;;;;;
01:07:32:17,01:07:35:09,LT. DAN,1,speech,regular,HS,Und dir geben sie die Tapferkeitsmedallie.,;;;;;
"01:07:35:20,01:07:36:07,FORREST,1,speech,regular,address,""Ja, Sir"",";;;;;
"01:07:39:02,01:07:39:18,LT. DAN,1,speech,exclamation,none,""Na, also"",";;;;;
01:07:40:06,01:07:41:21,LT. DAN,1,speech,regular,HS,Dann ist ja alles bestens.,;;;;;
01:07:42:03,01:07:43:06,ERZAEHLER,1,speech,regular,HS,Er rollt eine Rampe runter.,;;;;;
01:07:43:11,01:07:45:02,LT. DAN,1,speech,regular,HS,Ich kann dazu nur eines sagen:,;;;;;
01:07:45:22,01:07:48:05,LT. DAN,1,speech,exclamation,none,Gottverdammtes Amerika,;;;;;
01:07:48:11,01:07:50:10,ERZAEHLER,1,speech,regular,HS,Auf der vereisten Schräge kommt er ins Schlittern.,;;;;;
01:07:51:20,01:07:52:00,LT. DAN,1,non,regular,none,ohhh,;;;;;
01:07:52:24,01:07:53:05,LT. DAN,1,non,regular,none,ahhhh,;;;;;
01:07:53:13,01:07:54:19,ERZAEHLER,1,speech,regular,HS,Der Rollstuhl fährt rückwärts.,;;;;;
"01:07:56:00,01:07:56:17,LT. DAN,0,speech,exclamation,none,""oh, scheiße"",";;;;;
01:07:56:18,01:07:57:14,FORREST,1,speech,exclamation,address,Lt. Dan,;;;;;
01:07:57:15,01:07:58:01,ERZAEHLER,1,speech,regular,none,Abends,;;;;;
01:07:58:03,01:07:58:17,ERZAEHLER,1,speech,regular,HS,Er schiebt Dan.,;;;;;
01:07:58:18,01:08:02:03,FORREST (V.O.),1,speech,regular,HS;"NS,""Lt. Dan sagte, dass er in einem Hotel wohnt."",";;;;
01:08:02:04,01:08:07:02,FORREST (V.O.),1,speech,regular,NS;"HS,""Und weil er ja nun keine Beine hatte, verbrachte er die meiste Zeit damit seine Arme zu trainieren."",";;;;
01:08:##:##,01:08:##:##,HARRY NILSSON,1,singing,regular,foreign,,###lyrics####;;;;;
01:08:07:09,01:08:09:20,ERZAEHLER,1,speech,regular,HS,Dan hebt eine Schnapsflasche in einer Tüte zum Mund.,###ganze Szene###;;;;;
01:08:09:##,01:08:09:##,LT. DAN,1,speech,commanding,none,Nach links,#movie only#;;;;;
"01:08:10:01,01:08:11:15,LT. DAN,0,speech,regular,complex,""Nach rechts, rechts";" wir wollen da rüber."",###";;;;
01:08:11:16,01:08:11:24,FORREST,0,speech,regular,none,Okay,;;;;;
01:08:12:04,01:08:14:12,ERZAEHLER,1,speech,regular,HS,Im Rotlichtviertel schiebt er Dan durch einen Verkehrsstau.,;;;;;
01:08:14:13,01:08:14:21,TAXI DRIVER #1,1,speech,exclamation;commanding,none,Hey!,;;;;
01:08:15:05,01:08:16:04,LT. DAN,1,non,regular,none,wäääääh,;;;;;
01:08:16:05,01:08:17:02,TAXI DRIVER #1,0,speech,commanding,none,Runter von der Straße!,;;;;;
01:08:17:05,01:08:18:09,FORREST,1,speech,asking,question,Was machen sie hier in New York?,#ihier is wieder cool#;;;;;
01:08:18:10,01:08:19:05,FORREST,1,speech,regular,address,Lt. Dan,;;;;;
01:08:19:06,01:08:21:21,LT. DAN,1,speech,regular,HS,Als Kriegskrüppel hänge ich an der Titte der Wohlfahrt.,;;;;;
01:08:21:23,01:08:23:05,ERZAEHLER,1,speech,regular,HS,Ein Taxi bremst dicht vor ihm.,;;;;;
01:08:##:##,01:08:##:##,HARRY NILSSON,1,singing,regular,foreign,,###lyrics####;;;;;
01:08:23:13,01:08:24:21,LT. DAN,1,speech,regular,HS,Ich sauge sie aus.,;;;;;
"01:08:24:22,01:08:26:07,LT. DAN,1,speech,exclamation,none,""hey, hey, hey"",";;;;;
01:08:26:08,01:08:27:02,LT. DAN,1,speech,asking,question,Bist du blind?,;;;;;
01:08:27:03,01:08:27:08,TAXI DRIVER #2,1,speech,commanding,imperative,Verpiss dich!,;;;;;
01:08:27:09,01:08:27:21,LT. DAN,1,speech,asking,question;"NS,""Siehst du nicht, dass ich hier gehe?"",";;;;
01:08:27:22,01:08:28:19,TAXI DRIVER #2,1,speech,regular,HS,Hast wohl nen Knall.,;;;;;
01:08:28:22,01:08:29:02,LT. DAN,1,non,regular,none,Aaaah,;;;;;
01:08:29:03,01:08:29:20,TAXI DRIVER #2,1,speech,commanding,imperative,Verpiss dich!,;;;;;
"01:08:30:05,01:08:31:20,LT. DAN,1,speech,regular,imperative,""Komm jetzt, weiter, weiter!"",";;;;;
01:08:##:##,01:08:##:##,TELEVISION,1,singing;broadcast,regular,foreign,,####christmASS lyrics#####;;;;
01:08:35:02,01:08:37:17,ERZAEHLER,1,speech,regular,none,Im Fernsehen mitsingende Soldaten in Vietnam,;;;;;
01:08:38:01,01:08:41:16,FORREST (V.O.),1,speech,regular,AND,Ich bin bei Lt. Dan geblieben und hab mit ihm die Feiertage verbracht.,;;;;;
01:08:42:01,01:08:44:21,ERZAEHLER,1,speech,regular,HS,Die beiden schauen die Übertragung der Weihnachtsfeier mit Bob Hope.,;;;;;
01:08:##:##,01:08:##:##,TELEVISION,1,singing,regular,,,####christmASS lyrics#####;;;;;
01:08:45:17,01:08:46:14,BOB HOPE,1,speech,regular,HS,Ihr seid großartig.,;;;;;
01:08:46:15,01:08:47:07,BOB HOPE,1,speech,regular,imperative,Fahrt nach Hause!,;;;;;
01:08:47:08,01:08:48:05,BOB HOPE,1,speech,regular,imperative,Gott schütze euch!,;;;;;
01:08:##:##,01:08:##:##,CROWD,1,non,regular,none,cheering,###cheering###;;;;;
01:08:48:19,01:08:50:05,ERZAEHLER,1,speech,regular,HS,Tausende G.I.s stehen auf.,;;;;;
"01:08:51:22,01:08:52:13,LT. DAN,1,speech,regular,imperative,""Sag mal,..."",";;;;;
01:08:52:14,01:08:54:01,LT. DAN,1,speech,asking;addendum,question,...hast du Jesus schon gefunden?,;;;;
01:08:54:02,01:08:54:14,LT. DAN,1,speech,regular,address,Gump,;;;;;
01:08:55:23,01:09:11:04,MUSIC ON TV,0,song;broadcast,regular,,,#TV music#;;;;
01:08:56:06,01:08:58:02,FORREST,1,speech,regular,HS;"NS,""Ich hab überhaupt nicht gewusst, dass ich ihn suchen soll."",";;;;
01:08:58:03,01:08:58:08,FORREST,1,speech,regular,address,Sir,;;;;;
01:08:58:23,01:08:59:10,LT. DAN,1,non,regular,none,haha,;;;;;
01:09:00:08,01:09:01:17,LT. DAN,1,non,regular,none,hehehehöhö,;;;;;
01:09:01:20,01:09:03:17,ERZAEHLER,1,speech,regular,HS,Dan wirft seine ausgetrunkene Flasche weg.,;;;;;
01:09:06:02,01:09:08:06,LT. DAN,1,speech,regular,HS;"NS,""Ich sag dir, alle Krüppel im Versehrtenheim..."",";;;;
01:09:09:05,01:09:11:09,LT. DAN,1,speech,regular;addendum,NS,...reden die ganze Zeit von nichts anderem.,;;;;
01:09:11:13,01:09:12:19,ERZAEHLER,1,speech,regular,HS,Er sieht in eine leere Flasche.,;;;;;
01:09:12:21,01:09:13:24,LT. DAN,1,speech,regular,none,Jesus hier,;;;;;
01:09:14:07,01:09:15:21,LT. DAN,1,speech,regular,none,und Jesus da.,;;;;;
01:09:16:21,01:09:18:23,LT. DAN,1,speech,asking,question,Hab ich Jesus gefunden?,;;;;;
01:09:19:18,01:09:21:18,LT. DAN,1,speech,regular,HS,Sie haben mir sogar einen Priester geschickt.,;;;;;
01:09:21:19,01:09:22:23,LT. DAN,1,speech,regular,HS,Der hat mit mir geredet.,;;;;;
01:09:23:17,01:09:24:11,LT. DAN,1,speech,regular,HS,Er hat gesagt:,;;;;;
01:09:24:14,01:09:25:19,LT. DAN,1,speech,regular,HS,Gott hört alles,direkte Rede;;;;;
01:09:26:10,01:09:28:00,LT. DAN,1,speech,regular;addendum,NS,Aber ich müsste mir schon selber helfen.,indirekte Rede;;;;
01:09:28:03,01:09:29:11,ERZAEHLER,1,speech,regular,HS,Er öffnet einen leeren Flachmann.,;;;;;
"01:09:29:12,01:09:31:08,LT. DAN,1,speech,regular,NS,""Wenn ich also Jesus in mein Herz lasse,..."",";;;;;
01:09:32:22,01:09:36:05,LT. DAN,1,speech,regular;addendum,HS,...dann gehe ich mit ihm zusammen in das himmlische Königreich hinein.,;;;;
01:09:36:07,01:09:37:20,LT. DAN,1,speech,asking,HS;"NS,""Hast du gehört, was ich gesagt hab?"",";;;;
01:09:39:09,01:09:40:03,LT. DAN,1,speech,asking,question,Verstehst du?,;;;;;
01:09:41:01,01:09:43:24,LT. DAN,1,speech,asking,question,Mit ihm zusammen in das himmlische Königreich gehen?,;;;;;
01:09:44:00,01:09:46:11,LT. DAN,1,speech,regular,HS,Der soll mich an meinem verkrüppelten Arsch lecken.,;;;;;
01:09:46:12,01:09:47:13,LT. DAN,1,speech,asking,question,Gott hört alles?,;;;;;
01:09:48:08,01:09:49:18,LT. DAN,1,speech,regular,none,Sowas von nem Scheissspruch,;;;;;
01:09:53:02,01:09:54:00,FORREST,1,speech,regular,HS,Ich komme in den Himmel.,;;;;;
01:09:54:01,01:09:54:22,FORREST,1,speech,regular,address,Lt. Dan,;;;;;
01:09:55:10,01:09:57:08,ERZAEHLER,1,speech,regular,HS,Der nimmt eine leere Flasche aus einer Schublade.,;;;;;
01:09:57:09,01:09:57:19,LT. DAN,1,non,regular,none,hoo,;;;;;
01:09:58:07,01:09:59:10,ERZAEHLER,1,speech,regular,HS,Er lässt sie wieder reinfallen.,;;;;;
01:09:59:12,01:09:59:19,LT. DAN,1,non,regular,none,aha,;;;;;
01:10:03:00,01:10:03:06,LT. DAN,1,speech,regular,none,Fein,;;;;;
01:10:03:19,01:10:05:23,ERZAEHLER,1,speech,regular,HS;"NS,""Dan rollt zu Forrest, der auf dem Sofa sitzt."",";;;;
"01:10:07:06,01:10:08:10,LT. DAN,1,speech,regular,NS,""Bevor das soweit ist,..."",";;;;;
01:10:08:23,01:10:12:00,LT. DAN,1,speech,regular,AND,...schwing doch deinen Arsch bitte runter an die nächste Ecke und hol eine Flasche Fusel für uns.,;;;;;
"01:10:12:05,01:10:12:11,FORREST,1,speech,regular,address,""Ja, Sir"",";;;;;
01:10:12:13,01:10:13:01,ERZAEHLER,1,speech,regular,none,In einer Bar,;;;;;
01:10:13:00,01:11:48:14,MUSIC IN BAR,0,song,regular,,,#bar music#;;;;;
01:10:13:01,01:10:##:##,CROWD AT BAR,0,speech,regular,,,Noise in Background;;;;;
01:10:13:06,01:10:17:17,DICK CLARK,1,speech,regular,HS,Wir stehen jetzt fast an der 45sten Straße in New York City und zwar am Astor Plaza.,;;;;;
01:10:17:24,01:10:19:11,DICK CLARK,0,speech,regular,HS;"NS,""Das hier ist die Stelle, wo das alte..."",";;;;
01:10:19:12,01:10:19:13,DICK CLARK,1,speech,regular,NS,...Astor Hotel stand,#heavy background#;;;;;
01:10:19:14,01:10:22:00,LT. DAN,1,speech,exclamation;asking,question,Ach du scheisse! Was gibt es in Bayou la Batre?,###trennen##;;;;
01:10:22:01,01:10:22:17,FORREST,1,speech,regular,none,Shrimpkutter,;;;;;
01:10:23:04,01:10:26:04,LT. DAN,1,speech,asking,question,Shrimpkutter? Wen interessieren denn Shrimpkutter verdammt nochmal?,;;;;;
01:10:26:14,01:10:29:16,FORREST,1,speech,regular,HS;"NS,""Ich muss mir so einen Shrimpkutter kaufen, sofort wenn ich ein bisschen Geld habe."",";;;;
01:10:29:20,01:10:31:04,FORREST,1,speech,regular,NS,Ich habs Bubba versprochen.,;;;;;
01:10:31:10,01:10:32:05,FORREST,1,speech,regular;addendum,none,In Vietnam.,;;;;
"01:10:32:11,01:10:35:06,FORREST,1,speech,regular,complex,""Ich hab gesagt, wenn der Krieg vorbei ist, werden wir Partner."",";;;;;
01:10:35:07,01:10:37:23,FORREST,1,speech,regular,complex,Er wird Kapitän auf dem Kutter und ich sein erster Offizier.,;;;;;
01:10:38:14,01:10:41:14,FORREST,1,speech,regular,complex,Aber jetzt ist er tot und das bedeutet ich werde der Kapitän.,;;;;;
01:10:42:06,01:10:43:11,LT. DAN,1,speech,asking,none,###Ein### Shrimpkutterkapitän?,;;;;;
"01:10:43:18,01:10:44:08,FORREST,1,speech,regular,address,""Ja, Sir"",###";;;;;
01:10:44:19,01:10:45:24,FORREST,1,speech,regular,HS,Ein Versprechen ist ein Versprechen.,;;;;;
01:10:46:00,01:10:46:19,FORREST,1,speech,regular,address,Lt. Dan,;;;;;
01:10:46:20,01:10:48:15,LT. DAN,1,non,regular,none,huahahahahahaha,;;;;;
01:10:49:01,01:10:49:15,LT. DAN,1,speech,regular,address,Hey,;;;;;
01:10:49:16,01:10:51:02,LT. DAN,1,speech,commanding,imperative,Hört euch das an!,;;;;;
01:10:51:09,01:10:51:19,LT. DAN,1,non,regular,none,hahaha,;;;;;
01:10:52:00,01:10:55:16,LT. DAN,1,speech,regular,HS,Private Gump wird in kürze Shrimpkutterkapitän.,;;;;;
01:10:55:18,01:10:56:06,LT. DAN,1,non,regular,none,haha,;;;;;
01:10:56:14,01:10:57:13,LT. DAN,1,speech,regular,HS,Ich sag dir was.,;;;;;
01:10:57:14,01:10:57:24,LT. DAN,1,speech,regular,address,Robinson,;;;;;
01:10:57:25,01:11:02:10,LT. DAN,1,speech,regular,HS;NS;HS;"HS,""An dem Tag, an dem du Shrimpbootcaptain wirst, erscheine ich und werde dein erster Offizier."",";;
01:11:02:11,01:11:03:09,LT. DAN,1,non,regular,none,hahaha,;;;;;
01:11:03:10,01:11:03:17,FORREST,1,speech,regular,none,Okay,;;;;;
01:11:03:18,01:11:08:00,LT. DAN,1,speech,regular,NS;"HS,""Ehe du Shrimpkutterkapitän wirst, werde ich ja wohl Astronaut."",";;;;
01:11:08:01,01:11:10:00,LENORE,1,speech,asking,question,Wieso schimpfst du denn schon wieder?,###übelst BG gelaber###;;;;;
01:11:10:01,01:11:10:15,LENORE,1,non,regular,none,öhöhöha,;;;;;
01:11:11:04,01:11:12:03,CARLA,1,speech,asking,question;"address,""Wie gehts dir, Süßer?"",";;;;
01:11:13:07,01:11:14:05,LENORE,1,speech,asking,question,Wer ist denn dein Freund?,;;;;;
"01:11:14:11,01:11:16:12,FORREST,1,speech,regular,HS,""Mein Name ist Forrest, Forrest Gump."",";;;;;
01:11:17:08,01:11:17:23,LENORE,1,non,regular,none,ehehehe,;;;;;
01:11:17:24,01:11:19:15,LT. DAN,1,speech,regular,HS,Das ist die geile Carla.,;;;;;
01:11:19:16,01:11:20:02,CARLA,1,non,regular,none,eeeha,;;;;;
01:11:20:03,01:11:21:12,LT. DAN,1,speech,regular;addendum,HS,Und das die leckende Lenore.,;;;;
01:11:21:17,01:11:22:21,LT. DAN,1,speech,regular,none,ehehehahaha,;;;;;
"01:11:22:22,01:11:25:19,CARLA,1,speech,regular,complex,""Wo bist du gewesen, Babykeks? Hab dich ja ewig nicht gesehen."",";;;;;
01:11:26:00,01:11:27:16,CARLA,1,speech,regular,none;"NS,""Schade, dass du Weihnachten nicht da warst."",";;;;
01:11:27:17,01:11:31:03,CARLA,1,speech,regular,AND,Tommy hat ne Hausrunde geschmissen und jedem ein Truthahnsandwich geschenkt.,;;;;;
"01:11:31:04,01:11:31:13,LT. DAN,1,speech,asking,question,""Naja, naja, was soll ich sagen?"",";;;;;
01:11:31:14,01:11:33:14,LT. DAN,1,speech,regular,HS,Ich hatte Besuch.,;;;;;
"01:11:33:20,01:11:34:14,LENORE,1,speech,exclamation,none,""Hey, hey"",";;;;;
"01:11:34:15,01:11:37:04,LENORE,1,speech,regular,complex,""Wir waren, da sind wir gewesen, das ist der Times Square."",";;;;;
01:11:37:05,01:11:38:03,ERZAEHLER,1,speech,regular,HS,Sie zeigt zum Fernseher.,;;;;;
01:11:38:04,01:11:39:17,LENORE,1,speech,asking,question,Findest du Silvester auch so schön?,;;;;;
01:11:40:09,01:11:41:18,LENORE,1,speech,regular,HS,Du fängst wieder von vorn an.,;;;;;
01:11:42:17,01:11:44:12,LENORE,1,speech,regular,HS,Jeder kriegt eine neue Chance.,;;;;;
01:11:45:06,01:11:46:02,FORREST (V.O.),1,speech,regular,HS,Es war komisch.,;;;;;
01:11:46:04,01:11:49:21,FORREST (V.O.),1,speech,regular;addendum,NS,Aber mitten in dem ganzen Trubel musste ich plötzlich an Jenny denken.,;;;;
01:11:49:23,01:11:51:03,ERZAEHLER,1,speech,regular,HS,Die geht durch ein Apartment.,;;;;;
01:11:##:##,01:11:##:##,DICK CLARK,1,speech,regular,###,,;;;;;
01:11:51:04,01:11:54:19,FORREST (V.O.),1,speech,regular,HS;"NS,""Ich dachte, was wird sie wohl machen am Silvesterabend in Kalifornien"",";;;;
01:11:##:##,01:12:15:##,###,1,speech,regular,###,,###das ganze BG-gelaber von TV und Personen :-(###;;;;;
01:11:55:11,01:11:57:08,ERZAEHLER,1,speech,regular,HS,Auch dort läuft die Übertragung aus New York.,;;;;;
01:11:57:14,01:11:59:13,ERZAEHLER,1,speech,regular,HS,Jenny packt eilig Sachen in ihre Handtasche.,;;;;;
01:12:00:24,01:12:04:18,ERZAEHLER,1,speech,regular,HS,Jenny zieht ein Kleidungsstück unter dem Fuß eines schlafenden halbnackten Mannes hervor.,;;;;;
01:12:05:12,01:12:07:16,ERZAEHLER,1,speech,regular,HS,In einem Spiegel hinter dem Bett betrachtet sie...,;;;;;
01:12:08:08,01:12:09:03,ERZAEHLER,1,speech,regular;addendum,none,...ihr blaues Auge.,;;;;
01:12:09:14,01:12:11:17,ERZAEHLER,1,speech,regular,HS,Sie verlässt das Apartment durch die Terrassentür.,;;;;;
"01:12:15:08,01:12:22:00,CROWD AT BAR,1,broadcast,regular,none,""Neun, Acht, Sieben, Sechs fünf, Vier, Drei"",";;;;;
01:12:##:##,01:12:##:##,CROWD AT BAR,0,broadcast,regular,none,Zwei,#movie#;;;;;
01:12:22:02,01:12:22:15,ERZAEHLER,1,speech,regular,none,In der Bar,;;;;;
01:12:22:23,01:12:23:19,CROWD AT BAR,1,broadcast,regular,none,Eins,;;;;;
01:12:23:22,01:12:##:##,CROWD AT BAR,0,non,regular,none,cheering in background,;;;;;
01:12:23:23,01:12:25:16,MAN AT BAR,1,speech,regular,none,Gesundes neues Jahr,;;;;;
01:12:25:24,01:12:28:14,ERZAEHLER,1,speech,regular,HS,Im Fernseher leuchtet '1972'.,;;;;;
01:12:28:20,01:12:30:09,ERZAEHLER,0,speech,regular,HS,Forrest trägt ein Party-Hütchen.,;;;;;
01:12:30:11,01:12:31:14,ERZAEHLER,1,speech,regular,HS,Leute werfen Konfetti.,;;;;;
01:12:32:04,01:12:34:08,ERZAEHLER,1,speech,regular,HS,Karla und Lenore küssen Forrest auf die Wangen.,;;;;;
01:12:34:12,01:12:36:04,ERZAEHLER,1,speech,regular,HS,Dan schaut deprimiert vor sich hin.,;;;;;
01:12:35:##,01:12:54:04,CROWD AT BAR,1,song,regular,foreign,###song name?###,;;;;;
01:12:##:##,01:12:##:##,CROWD AT BAR,1,singing,regular,foreign,###lyrics###,###lyrics###;;;;;
01:12:42:15,01:12:43:15,FORREST,1,speech,regular,none,Ein frohes neues Jahr,;;;;;
01:12:43:16,01:12:44:19,FORREST,1,speech,regular,address,Lt. Dan,;;;;;
01:12:##:##,01:12:##:##,CROWD AT BAR,1,singing,regular,foreign,###lyrics###,;;;;;
01:12:45:00,01:12:46:01,ERZAEHLER,1,speech,regular,HS,Der reagiert nicht.,;;;;;
01:12:##:##,01:12:53:15,CROWD AT BAR,1,singing,regular,foreign,###lyrics###,;;;;;
01:12:54:05,01:12:57:10,ANCHORMAN,1,speech,regular,none,Die Ping Pong Nationalmannschaft ist heute bei Präsident Nixon zu einer Zeremonie...,###forrest quatscht da dann drüber#;setting;;;;
01:12:57:11,01:12:58:17,FORREST (V.O.),1,speech,regular,NS,Ob sies glauben oder nicht...,;;;;;
01:12:58:24,01:13:00:03,FORREST,1,speech,regular,incomplete,...ein paar Monate später...,;;;;;
01:13:00:17,01:13:03:16,FORREST,1,speech,regular,completion,...war ich zusammen mit dem PingPong Team im weißen Haus eingeladen.,;;;;;
01:13:03:17,01:13:04:10,ERZAEHLER,1,speech,regular,none,Auf der Wartebank,;;;;;
01:13:04:11,01:13:05:19,FORREST,1,speech,regular,HS,Also bin ich hingegangen.,;;;;;
01:13:05:24,01:13:06:19,FORREST,1,speech,regular;addendum,none,Schon wieder,;;;;
01:13:07:11,01:13:29:03,B.J. THOMAS,0,song,regular,,“Raindrops Keep Fallin' on My Head”,;;;;;
"01:13:07:07,01:13:10:20,FORREST,1,speech,regular,HS,""Und ich traf den Präsidenten der Vereinigten Staaten, schon wieder."",";;;;;
01:13:11:06,01:13:14:14,FORREST (V.O.),1,speech,regular,HS,Diesmal hatten sie uns aber keine Zimmer in einem richtig tollen Hotel besorgt.,;;;;;
01:13:14:15,01:13:16:12,PRESIDENT NIXON,1,speech,regular,HS;"NS,""Ich hoffe, sie fühlen sich wohl in der Hauptstadt unserer Nation."",";;;;
01:13:16:13,01:13:17:01,PRESIDENT NIXON,1,speech,regular,address,Junger Mann,;;;;;
"01:13:17:17,01:13:18:03,FORREST,1,speech,regular,address,""Ja, Sir"",";;;;;
01:13:18:05,01:13:19:05,PRESIDENT NIXON,1,speech,asking,question,Wo hat man sie untergebracht?,;;;;;
01:13:19:07,01:13:20:13,ERZAEHLER,1,speech,regular,HS,Nixon hält eine Ehrentafel.,;;;;;
01:13:20:15,01:13:20:20,FORREST,1,non,regular,none,Äh,;;;;;
01:13:20:21,01:13:22:07,FORREST,1,speech,regular,HS,Es heißt Hotel Ebbott.,;;;;;
"01:13:22:17,01:13:23:10,PRESIDENT NIXON,1,speech,regular,none,""Oh, nein, nein, nein, nein."",";;;;;
01:13:23:11,01:13:24:19,PRESIDENT NIXON,1,speech,regular,HS,Da kenn ich aber ein viel schöneres Hotel.,;;;;;
01:13:24:20,01:13:26:05,PRESIDENT NIXON,1,speech,regular,HS,Es ist völlig neu und völlig modern.,;;;;;
01:13:26:06,01:13:28:04,PRESIDENT NIXON,1,speech,regular,HS;"NS,""Ich werde veranlassen, dass sie dort ein Zimmer bekommen."",";;;;
01:13:28:06,01:13:28:19,ERZAEHLER,1,speech,regular,none,Im Hotel,;;;;;
01:13:29:03,01:14:46:08,OST,0,song,instrumental,,,;;;;;
01:13:29:19,01:13:29:24,FORREST,1,non,regular,none,ehm,;;;;;
01:13:30:01,01:13:30:08,FORREST,1,speech,regular,none,Ja,;;;;;
01:13:30:11,01:13:30:24,FORREST,1,speech,regular,address,Sir,;;;;;
"01:13:31:04,01:13:35:16,FORREST,1,speech,regular,HS,""Sie, sie müssten mal einen Elektriker in das Büro auf der anderen Straßenseite schicken."",";;;;;
"01:13:35:20,01:13:41:19,FORREST,1,speech,regular,complex,""Da sind die Lichter aus und die suchen wohl nach dem Sicherungskasten oder sowas, mit Taschenlampen und deshalb kann ich nicht einschlafen."",";;;;;
01:13:41:21,01:13:43:06,SECURITY GUARD,0,broadcast,regular,address;"HS,""Okay Sir, Ich werds überprüfen."",";;;;
01:13:43:10,01:13:44:02,FORREST,1,speech,regular,none,Vielen Dank,;;;;;
01:13:44:03,01:13:44:19,SECURITY GUARD,0,broadcast,regular,none,Keine Ursache,;;;;;
01:13:45:10,01:13:46:00,FORREST,1,speech,regular,none,Gute Nacht.,;;;;;
01:13:48:07,01:13:49:06,ERZAEHLER,1,speech,regular,none,Beim Telefon ein Ständer mit der Aufschrift 'Watergate Hotel'. ,;;;;;
01:13:50:12,01:13:51:10,ERZAEHLER,1,speech,regular,none,Nixon im Fernsehen,;;;;;
01:13:51:20,01:13:54:20,PRESIDENT NIXON,1,broadcast,regular,HS,Und daher werde ich morgen Mittag um 12 Uhr als Präsident zurücktreten.,;;;;;
01:13:55:12,01:14:02:03,PRESIDENT NIXON,1,broadcast,regular,HS,Vizepräsident Ford wird zum selben Zeitpunkt hier in diesem Büro las neuer Präsident vereidigt.,#timing#;;;;;
01:14:02:11,01:14:08:05,ERZAEHLER,1,speech,regular,AND;"NS,""In einer Sporthalle geht ein schwarzer Offizier am Fernseher vorbei und steuert auf Forrest zu, der allein Pingpong spielt."",";;;;
01:14:03:14,01:14:##:##,PRESIDENT NIXON,0,speech,regular,none,hoch gesteckten Ziele von Amerika,#movie#;;;;;
01:14:##:##,01:14:##:##,###,0,song,regular,###,,;;;;;
01:14:12:19,01:14:13:16,OFFICER,1,speech,regular,address,Private Gump,;;;;;
"01:14:14:22,01:14:15:18,FORREST,1,speech,regular,address,""Ja, Sir"",";;;;;
01:14:15:22,01:14:16:11,OFFICER,1,speech,commanding,imperative,Stehen sie bequem.,;;;;;
01:14:16:19,01:14:18:07,OFFICER,1,speech,regular,HS,Ich habe ihre Entlassungspapiere.,;;;;;
01:14:18:23,01:14:20:11,OFFICER,1,speech,regular,HS;"address,""Ihre Dienstzeit ist zu Ende, mein Sohn."",";;;;
01:14:20:19,01:14:22:17,ERZAEHLER,1,speech,regular,AND,Er gibt Forrest einen Umschlag und geht.,;;;;;
